,game_pk,home_team,home_sp,np,ip,er,k,bb,h
1002,717773,SEA,669923,92,6.0,0.0,10,0,3
1003,717772,SD,605397,90,6.0,3.0,5,1,7
1004,717778,HOU,686613,99,7.0,0.0,4,3,4
1005,717774,OAK,660261,16,1.0,0.0,1,0,1
1006,717784,DET,547179,94,6.0,6.0,3,2,9
1007,717766,NYM,434378,107,6.0,1.0,6,0,3
1008,717771,MIN,641927,93,6.0,2.0,7,1,6
1009,717770,DET,681857,89,3.33,6.0,2,2,5
1010,717769,BAL,680694,98,7.0,1.0,1,0,4
1011,717768,BOS,676477,92,7.0,2.0,7,1,6
1012,717767,STL,656756,98,6.33,3.0,7,2,7
1013,717765,TEX,571760,95,3.67,1.0,5,4,5
1014,717763,CHC,592767,83,6.0,5.0,4,1,9
1015,717762,HOU,664285,95,7.0,1.0,6,0,5
1016,717761,OAK,665622,79,4.67,4.0,5,1,8
1017,717760,LAD,477132,97,6.0,2.0,5,2,6
1018,717759,SEA,622491,101,5.67,2.0,6,6,2
1019,717758,SD,608379,94,6.67,0.0,5,1,4
1020,717757,AZ,518876,102,6.0,3.0,7,4,3
1021,717764,KC,663738,102,7.0,7.0,3,2,7
1022,717756,OAK,621112,104,5.67,2.0,9,1,7
1023,717755,AZ,669194,82,4.0,5.0,5,2,10
1024,717754,ATL,700363,99,5.67,3.0,6,1,6
1025,717753,BAL,669330,90,6.67,2.0,8,1,5
1026,717752,MIN,543243,79,4.0,2.0,3,4,3
1027,717751,TEX,543135,105,7.0,3.0,9,2,5
1028,717750,SD,677960,43,1.67,6.0,2,0,7
1029,717748,LAD,675627,92,5.0,4.0,7,1,7
1030,717747,CHC,573186,96,6.0,2.0,5,2,4
1031,717746,HOU,664299,92,6.0,0.0,2,0,5
1032,717745,ATL,694363,93,5.67,1.0,2,3,5
1033,717749,WSH,592866,86,4.33,5.0,2,3,7
1034,717744,CHC,543294,88,5.0,2.0,1,0,5
1035,717743,NYM,656731,90,6.0,1.0,7,0,4
1036,717742,BOS,656557,59,4.0,1.0,2,1,4
1037,717741,TEX,527048,95,6.0,2.0,3,2,3
1038,717740,MIL,527054,85,6.0,2.0,4,1,1
1039,717732,SD,506433,88,5.0,6.0,5,1,8
1040,717738,MIN,657746,99,7.0,6.0,7,0,7
1041,717737,HOU,641585,92,6.67,2.0,3,1,4
1042,717736,KC,663903,90,5.33,2.0,5,2,8
1043,717735,OAK,676664,95,7.0,4.0,7,0,4
1044,717733,SEA,693433,91,5.67,2.0,9,0,3
1045,717731,LAD,686218,89,6.0,0.0,3,2,0
1046,717739,AZ,668678,95,7.0,1.0,7,0,6
1047,717725,OAK,621076,83,5.33,1.0,6,0,5
1048,717729,CHC,657006,74,5.0,2.0,4,1,5
1049,717734,WSH,663623,88,5.0,1.0,4,2,4
1050,717727,HOU,656232,99,4.67,4.0,3,3,5
1051,717726,KC,594577,76,5.0,6.0,1,1,8
1052,717724,ATL,693821,92,6.0,1.0,4,0,4
1053,717728,MIN,592254,24,2.0,0.0,2,0,0
1054,717722,SEA,669302,80,5.33,2.0,3,3,6
1055,717717,SD,605483,102,6.0,0.0,12,3,2
1056,717718,NYM,673540,99,6.67,4.0,8,1,5
1057,717723,TEX,641540,89,6.0,2.0,3,1,6
1058,717720,MIL,489119,77,5.0,0.0,4,2,2
1059,717719,AZ,674072,88,6.0,2.0,3,2,7
1060,717721,LAD,676272,92,5.67,7.0,5,3,7
1061,717730,BOS,672391,32,2.33,2.0,4,1,2
1062,717715,BOS,678394,102,7.0,1.0,8,3,4
1063,717714,WSH,571578,102,6.0,3.0,3,2,11
1064,717713,NYM,471911,61,3.0,5.0,4,3,5
1065,717712,KC,425844,89,5.0,4.0,4,1,8
1066,717711,MIN,686973,99,4.33,6.0,4,2,9
1067,717710,MIL,642547,103,6.0,2.0,9,3,2
1068,717716,ATL,450203,98,5.0,3.0,8,3,5
1069,717708,CHC,592791,81,5.33,4.0,1,2,8
1070,717707,HOU,669854,94,5.67,5.0,5,2,7
1071,717706,AZ,605200,74,3.67,8.0,2,1,9
1072,717705,OAK,663687,96,6.0,2.0,7,0,4
1073,717704,SEA,682243,85,7.0,1.0,6,0,4
1074,717703,SD,605397,85,6.0,2.0,1,1,6
1075,717702,LAD,664062,90,5.67,7.0,7,3,6
1076,717709,TEX,592351,56,2.33,6.0,2,3,6
1077,717701,CIN,682227,86,5.0,3.0,5,0,6
1078,717700,MIA,663773,54,4.0,0.0,5,0,3
1079,717699,WSH,680686,102,5.0,6.0,6,1,9
1080,717698,PIT,674370,96,6.0,3.0,7,2,5
1081,717697,SF,676254,28,1.67,1.0,0,1,3
1082,717696,MIL,669203,86,5.0,7.0,3,2,8
1083,717694,HOU,686613,98,5.67,6.0,7,2,7
1084,717693,MIN,641154,104,5.67,4.0,9,3,6
1085,717692,DET,681857,100,6.0,3.0,8,1,6
1086,717695,CWS,621383,63,3.67,3.0,3,0,5
1087,717685,CIN,594902,80,4.0,2.0,4,4,3
1088,717690,MIA,691587,80,6.0,0.0,9,0,3
1089,717689,PHI,624133,99,6.0,1.0,7,2,4
1090,717688,SF,543101,88,5.0,3.0,6,1,8
1091,717687,TB,607192,85,4.33,6.0,7,2,6
1092,717686,PIT,670912,101,6.0,2.0,3,0,5
1093,717691,WSH,669022,98,6.0,5.0,8,2,9
1094,717683,MIN,641927,95,6.0,3.0,4,0,8
1095,717682,HOU,664285,94,8.0,2.0,9,1,4
1096,717684,NYY,543037,105,7.33,1.0,8,1,4
1097,717675,CWS,656302,101,6.0,2.0,9,2,5
1098,717678,LAA,672282,98,7.0,0.0,8,1,2
1099,717681,DET,547179,93,6.0,1.0,7,3,5
1100,717680,MIL,607067,74,5.33,4.0,2,1,7
1101,717679,CLE,650644,100,6.67,2.0,6,3,5
1102,717677,TB,671737,83,6.0,1.0,8,0,3
1103,717674,SF,676254,16,1.0,0.0,1,2,0
1104,717672,MIL,527054,88,5.0,0.0,3,4,2
1105,717671,PIT,448179,97,5.67,3.0,4,2,4
1106,717670,HOU,664299,82,2.33,4.0,1,5,4
1107,717669,CIN,671096,88,6.0,3.0,10,0,4
1108,717676,MIA,645261,96,7.0,5.0,6,2,10
1109,717667,CWS,656629,86,4.0,3.0,5,3,4
1110,717668,DET,571510,81,6.0,2.0,7,0,6
1111,717662,LAA,660271,101,7.0,1.0,12,2,5
1112,717663,CLE,668909,84,5.67,4.0,4,3,4
1113,717673,WSH,592866,75,6.0,0.0,4,0,5
1114,717665,MIN,543243,92,5.0,3.0,5,2,6
1115,717666,NYY,666745,81,5.67,0.0,3,1,2
1116,717652,NYY,593334,93,3.33,8.0,4,2,8
1117,717654,MIA,666129,88,7.0,1.0,13,0,3
1118,717657,PHI,605400,103,6.0,0.0,5,2,2
1119,717659,TB,663556,66,3.67,2.0,3,2,4
1120,717660,CLE,671106,89,4.0,0.0,5,3,2
1121,717661,SF,622072,76,3.33,6.0,2,4,4
1122,717847,WSH,663623,87,6.0,1.0,6,1,5
1123,717658,MIN,657746,112,9.0,0.0,9,0,3
1124,717656,PHI,592836,91,6.0,1.0,5,1,3
1125,717655,NYY,657376,91,5.33,0.0,3,1,6
1126,717653,MIA,666200,96,7.0,0.0,9,1,2
1127,717651,BAL,502043,86,3.0,5.0,4,3,7
1128,717650,CIN,596133,82,3.33,5.0,3,1,7
1129,717649,TB,621107,98,6.0,3.0,7,2,7
1130,717648,CLE,669456,82,5.0,4.0,8,2,5
1131,717646,TOR,605135,83,5.0,4.0,4,2,5
1132,717645,CWS,608337,105,6.0,1.0,10,1,3
1133,717644,COL,607536,88,5.0,3.0,3,2,9
1134,717643,LAD,686218,87,6.0,2.0,4,2,3
1135,717642,SD,605397,90,7.0,1.0,7,0,6
1136,717641,SF,657277,98,7.0,3.0,5,2,5
1137,717647,DET,666214,96,5.0,3.0,4,4,5
1138,717640,COL,502624,57,2.67,9.0,1,2,10
1139,717639,SF,676254,27,1.0,1.0,2,1,2
1140,717637,STL,425794,72,3.0,7.0,0,1,11
1141,717636,NYY,622663,95,6.0,0.0,4,2,5
1142,717635,PHI,650911,75,5.0,3.0,4,0,5
1143,717634,TOR,621244,96,6.0,2.0,8,2,6
1144,717633,DET,681857,88,5.33,1.0,9,1,4
1145,717638,SD,663362,62,4.67,2.0,2,1,4
1146,717631,CIN,668933,87,4.0,6.0,2,0,10
1147,717630,MIA,663773,65,5.0,0.0,2,3,0
1148,717629,CWS,458681,105,5.67,3.0,7,1,6
1149,717628,BAL,665152,87,7.0,3.0,5,1,5
1150,717626,LAD,676272,80,4.0,6.0,3,3,10
1151,717625,CLE,676440,105,6.0,1.0,7,4,3
1152,717632,TB,630023,96,5.33,8.0,3,2,9
1153,717627,BAL,680694,103,7.0,2.0,7,2,2
1154,717624,PHI,554430,107,5.33,5.0,8,2,9
1155,717623,STL,669461,56,2.33,0.0,3,2,4
1156,717622,NYY,543037,107,4.67,3.0,7,1,9
1157,717621,DET,547179,86,5.0,2.0,4,1,7
1158,717620,MIA,691587,83,6.0,0.0,9,1,4
1159,717619,TB,607192,89,5.0,1.0,12,1,4
1160,717616,COL,596295,71,5.0,2.0,3,1,5
1161,717617,TOR,579328,101,7.0,1.0,8,2,2
1162,717615,LAD,664062,61,5.0,4.0,3,1,5
1163,717614,CWS,621383,63,2.67,1.0,4,2,3
1164,717613,CLE,650644,94,6.0,4.0,5,2,6
1165,717612,SF,543101,78,6.0,2.0,3,0,5
1166,717610,SD,607625,84,5.0,3.0,4,0,7
1167,717618,CIN,686651,71,3.0,3.0,2,3,4
1168,717611,BAL,608344,45,3.0,1.0,3,0,3
1169,717609,ATL,675911,100,7.0,1.0,10,2,3
1170,717608,LAA,672282,105,7.0,1.0,10,2,2
1171,717606,TEX,571760,101,5.67,6.0,5,3,6
1172,717602,SEA,622491,103,7.0,2.0,7,1,7
1173,717607,NYM,434378,100,5.0,0.0,5,2,5
1174,717605,BOS,676477,92,4.67,6.0,7,0,11
1175,717604,TOR,592332,106,6.0,1.0,12,1,3
1176,717603,PIT,448179,101,6.0,4.0,4,2,9
1177,717601,BAL,669330,99,6.0,2.0,7,1,4
1178,717600,ATL,693821,98,6.0,2.0,4,4,4
1179,717598,STL,656756,91,6.67,1.0,6,1,6
1180,717597,NYM,656849,110,6.0,0.0,5,3,5
1181,717599,TEX,527048,88,6.0,2.0,4,2,4
1182,717595,OAK,621112,90,5.33,1.0,5,1,4
1183,717594,COL,657756,93,5.0,4.0,3,1,5
1184,717593,AZ,668678,96,6.0,4.0,4,2,5
1185,717592,LAA,660271,102,6.33,1.0,10,2,4
1186,717591,KC,663903,95,6.0,0.0,3,2,4
1187,717590,SEA,693433,88,5.0,1.0,7,1,6
1188,717596,CHC,592791,90,5.0,5.0,8,1,7
1189,717584,CHC,592767,86,3.67,7.0,2,1,9
1190,717588,ATL,663465,71,4.67,0.0,8,1,3
1191,717589,BAL,502043,95,4.67,6.0,5,1,9
1192,717587,SEA,669302,100,6.0,4.0,4,2,8
1193,717586,TOR,670950,40,3.0,0.0,5,1,1
1194,717585,PIT,656605,104,6.0,1.0,5,2,4
1195,717583,BOS,672391,24,2.0,1.0,1,0,2
1196,717576,LAA,642545,59,3.0,5.0,0,2,7
1197,717581,NYM,673540,102,5.0,2.0,8,2,5
1198,717580,TEX,641540,100,8.67,2.0,10,0,4
1199,717579,OAK,676664,92,4.0,5.0,5,3,5
1200,717578,COL,607536,100,5.0,6.0,7,5,4
1201,717577,KC,680735,68,3.67,4.0,2,4,4
1202,717575,AZ,605200,84,7.0,0.0,3,2,2
1203,717582,STL,571945,86,5.67,5.0,4,3,7
1204,717570,TEX,674003,90,4.33,3.0,8,3,4
1205,717574,OAK,663687,91,5.33,4.0,2,2,9
1206,717572,COL,502624,87,3.67,6.0,6,2,6
1207,717571,PIT,682847,69,4.67,4.0,0,3,6
1208,717569,BOS,678394,99,7.0,1.0,5,1,2
1209,717573,KC,425844,82,6.0,2.0,0,2,11
1210,717567,CHC,543294,85,7.0,3.0,4,0,6
1211,717566,STL,425794,58,1.67,6.0,1,3,6
1212,717565,NYM,453286,102,6.0,2.0,9,2,7
1213,717564,TOR,605135,104,6.0,0.0,12,3,3
1214,717568,AZ,694297,69,2.0,6.0,3,2,7
1215,717560,LAA,663776,96,5.0,7.0,8,2,8
1216,717563,PHI,650911,87,6.0,1.0,6,1,7
1217,717562,PIT,674370,73,3.33,4.0,0,1,4
1218,717561,BAL,665152,89,3.0,7.0,5,2,7
1219,717559,CHC,657006,96,6.33,0.0,6,1,3
1220,717558,ATL,647336,98,6.0,3.0,7,0,6
1221,717557,CIN,668933,94,6.67,1.0,7,2,3
1222,717556,NYM,471911,92,5.0,2.0,6,3,5
1223,717554,TEX,592351,97,6.0,5.0,4,2,7
1224,717553,KC,679525,95,4.0,5.0,5,4,6
1225,717552,COL,596295,84,7.0,2.0,7,1,6
1226,717551,OAK,665622,100,5.0,1.0,4,5,4
1227,717549,LAA,656288,112,6.0,5.0,9,4,3
1228,717548,SEA,682243,61,3.33,2.0,6,1,1
1229,717555,TOR,621244,98,6.0,4.0,8,0,5
1230,717542,TEX,543135,97,7.0,0.0,5,4,2
1231,717550,STL,669461,56,4.33,3.0,1,1,7
1232,717547,TOR,579328,86,4.33,5.0,7,2,7
1233,717546,CHC,573186,94,5.67,5.0,7,2,5
1234,717545,STL,656427,96,6.0,0.0,4,2,4
1235,717544,COL,663567,45,3.0,0.0,2,1,2
1236,717543,PHI,554430,85,5.0,4.0,6,0,7
1237,717541,BAL,680694,94,6.0,1.0,7,1,7
1238,717534,SEA,669923,101,7.0,2.0,7,2,2
1239,717539,CIN,682227,86,5.0,2.0,5,1,3
1240,717538,OAK,666205,86,5.0,3.0,4,4,6
1241,717537,KC,663738,108,5.0,3.0,4,3,5
1242,717536,ATL,450203,106,5.67,0.0,5,1,4
1243,717535,NYM,434378,102,7.0,0.0,6,1,5
1244,717533,LAA,542881,92,5.0,0.0,3,2,5
1245,717540,PIT,670912,97,5.0,8.0,1,3,9
1246,717527,KC,663903,108,7.0,1.0,4,3,4
1247,717532,ATL,675911,109,6.67,2.0,9,1,6
1248,717531,PIT,448179,102,5.0,3.0,8,2,3
1249,717530,TOR,592332,98,5.0,2.0,7,1,5
1250,717529,BAL,608344,82,5.0,1.0,1,3,6
1251,717528,PHI,624133,93,5.33,5.0,5,3,7
1252,717526,CIN,671096,101,7.67,1.0,12,1,4
1253,717523,COL,657756,69,5.0,8.0,4,1,7
1254,717524,STL,656756,96,6.67,0.0,6,3,2
1255,717525,NYM,656849,61,4.0,1.0,3,3,3
1256,717522,LAA,672282,97,6.0,2.0,9,2,3
1257,717521,CHC,592791,95,5.0,4.0,6,0,6
1258,717520,TEX,571760,85,5.0,0.0,8,1,3
1259,717519,SEA,622491,95,6.0,4.0,6,0,7
1260,717518,OAK,621112,97,5.0,5.0,5,4,6
1261,717517,WSH,663623,89,6.0,3.0,3,1,6
1262,717516,SF,657277,100,6.67,2.0,11,2,7
1263,717515,MIA,666129,90,5.67,3.0,6,0,7
1264,717514,TEX,527048,57,1.33,6.0,0,2,6
1265,717513,NYY,593334,86,4.33,2.0,5,0,9
1266,717512,CLE,668909,91,6.33,4.0,2,2,7
1267,717511,MIL,527054,93,6.0,6.0,7,1,9
1268,717510,MIN,657746,94,6.0,2.0,9,1,6
1269,717506,LAD,675627,79,4.0,1.0,3,2,5
1270,717505,SD,605483,100,5.0,0.0,7,4,7
1271,717508,NYY,657376,80,5.0,3.0,7,0,5
1272,717507,WSH,571578,93,5.0,6.0,2,3,10
1273,717509,SF,676775,67,4.0,3.0,2,1,6
1274,717504,HOU,656232,96,7.0,0.0,4,4,2
1275,717503,MIL,489119,87,5.0,4.0,4,2,9
1276,717502,MIA,666200,93,6.0,0.0,8,2,5
1277,717501,BOS,657514,18,1.33,1.0,2,0,1
1278,717495,CLE,669456,97,4.67,4.0,4,5,6
1279,717499,TB,621107,102,7.0,2.0,9,0,4
1280,717498,AZ,605200,94,5.67,4.0,6,2,5
1281,717497,SD,605397,100,7.0,1.0,11,1,3
1282,717496,CWS,608337,96,6.0,2.0,4,2,4
1283,717494,DET,669373,57,4.0,0.0,6,0,0
1284,717492,LAD,686218,80,3.67,5.0,4,4,4
1285,717500,MIN,628317,87,7.0,1.0,9,1,3
1286,717487,NYY,681190,75,5.0,0.0,1,3,3
1287,717493,WSH,680686,102,5.0,3.0,6,4,8
1288,717491,TB,641793,37,2.0,2.0,2,0,4
1289,717490,SF,502171,88,6.0,0.0,7,0,6
1290,717489,HOU,641585,102,6.0,3.0,4,1,6
1291,717488,MIA,663773,69,3.0,5.0,3,3,5
1292,717486,CLE,615698,99,4.33,5.0,3,0,11
1293,717477,AZ,674072,87,6.0,0.0,2,4,2
1294,717484,BOS,678394,107,7.0,2.0,3,0,8
1295,717483,MIL,605288,104,5.0,1.0,4,3,6
1296,717482,MIN,641154,100,9.0,0.0,12,0,4
1297,717479,LAD,676272,101,5.67,4.0,7,1,5
1298,717478,SD,607625,99,6.0,1.0,6,1,5
1299,717485,DET,593958,79,4.0,5.0,7,0,6
1300,717481,WSH,669022,17,1.33,0.0,1,0,1
1301,717480,CWS,669947,73,4.0,3.0,1,0,11
1302,717476,DET,547179,60,5.0,0.0,4,0,3
1303,717475,NYY,622663,77,2.67,7.0,3,1,10
1304,717474,MIL,642547,104,5.33,3.0,10,3,4
1305,717473,MIA,691587,93,6.0,1.0,7,2,3
1306,717472,TB,542888,44,3.0,0.0,5,0,3
1307,717471,BOS,676710,73,4.0,3.0,3,1,7
1308,717470,AZ,669194,66,3.0,7.0,1,0,9
1309,717469,CLE,676440,91,5.0,1.0,4,4,4
1310,717468,CWS,458681,102,7.0,0.0,11,1,1
1311,717467,HOU,669854,99,6.0,3.0,9,2,3
1312,717462,LAD,628711,88,6.0,2.0,8,1,3
1313,717466,MIA,645261,95,6.67,1.0,5,0,8
1314,717465,WSH,592866,110,6.0,4.0,5,3,7
1315,717464,NYY,607074,69,5.33,2.0,2,2,4
1316,717463,CLE,650644,100,7.0,0.0,9,0,2
1317,717461,BOS,657514,31,2.0,0.0,3,1,1
1318,717460,TB,607192,88,5.67,1.0,8,1,2
1319,717459,MIL,669203,90,6.0,2.0,6,4,3
1320,717452,AZ,668678,96,7.0,1.0,5,0,4
1321,717457,DET,656412,72,3.67,7.0,2,2,6
1322,717456,LAD,664062,77,6.67,4.0,5,1,7
1323,717455,CWS,656302,107,6.0,5.0,8,0,11
1324,717454,SD,506433,100,5.0,3.0,4,3,7
1325,717453,HOU,686613,88,3.0,5.0,8,3,8
1326,717448,SF,548389,65,3.67,2.0,3,0,4
1327,717458,MIN,641927,93,6.0,1.0,5,3,4
1328,717445,CWS,657053,81,5.0,2.0,5,1,5
1329,717451,SF,676254,45,2.0,2.0,4,1,3
1330,717450,WSH,663623,79,5.0,2.0,1,2,5
1331,717449,BOS,572020,93,6.0,2.0,3,1,6
1332,717447,NYY,543037,103,7.33,3.0,5,1,5
1333,717446,MIN,543243,91,6.0,6.0,5,3,6
1334,717444,MIL,607067,91,4.67,5.0,7,1,7
1335,717436,SD,605483,105,6.0,0.0,11,3,1
1336,717442,DET,666159,91,6.67,0.0,5,3,0
1337,717441,TB,671737,93,5.0,4.0,4,2,5
1338,717440,HOU,664285,105,6.0,2.0,6,2,5
1339,717439,AZ,669459,18,1.33,0.0,3,0,0
1340,717438,MIA,666129,78,5.0,3.0,3,0,6
1341,717437,LAD,681911,15,1.0,0.0,2,0,1
1342,717443,CLE,668909,94,5.67,3.0,7,1,8
1343,717435,BOS,605463,14,1.0,0.0,0,0,2
1344,717434,CLE,669456,91,6.33,4.0,6,0,9
1345,717433,NYY,593334,74,6.0,1.0,9,3,1
1346,717432,WSH,571578,91,7.0,1.0,6,1,5
1347,717431,DET,669373,63,4.0,0.0,5,2,2
1348,717430,HOU,656232,90,5.0,2.0,5,1,4
1349,717429,TB,621107,77,5.0,2.0,5,0,4
1350,717428,MIN,657746,98,4.33,5.0,10,2,5
1351,717426,MIA,666200,83,6.33,2.0,9,1,4
1352,717425,AZ,605200,92,5.33,3.0,6,2,4
1353,717424,CWS,608337,90,7.0,2.0,5,3,2
1354,717423,SD,605397,88,6.0,0.0,7,0,3
1355,717422,SF,657277,103,9.0,0.0,10,0,7
1356,717427,MIL,489119,95,6.0,0.0,8,3,4
1357,717420,TOR,621244,90,5.33,1.0,4,1,7
1358,717419,CHC,543294,84,4.67,5.0,5,0,8
1359,717418,PHI,650911,79,5.0,3.0,5,1,3
1360,717417,BAL,665152,97,6.0,1.0,8,2,2
1361,717416,PIT,448179,91,6.0,3.0,2,2,7
1362,717415,TEX,592351,88,6.0,4.0,4,3,5
1363,717414,ATL,450203,83,7.0,0.0,4,1,3
1364,717412,CIN,668933,74,6.0,1.0,2,2,5
1365,717410,COL,596295,78,6.0,2.0,2,0,6
1366,717409,OAK,686610,74,3.67,3.0,5,2,3
1367,717407,STL,571945,34,3.0,0.0,2,0,0
1368,717406,SEA,622491,91,5.0,3.0,5,0,4
1369,717405,LAA,660271,94,5.0,4.0,7,3,5
1370,717413,NYM,434378,104,5.0,3.0,6,6,2
1371,717411,KC,679525,92,6.0,2.0,11,1,5
1372,717408,PHI,624133,97,6.0,3.0,3,3,6
1373,717404,TOR,605135,96,6.0,2.0,5,0,7
1374,717403,CHC,573186,91,6.0,1.0,3,1,3
1375,717402,TEX,571760,87,5.33,0.0,4,1,6
1376,717401,BAL,502043,84,5.33,5.0,1,2,9
1377,717400,NYM,673540,103,6.0,1.0,9,2,4
1378,717399,OAK,643493,21,1.0,2.0,2,1,2
1379,717398,PIT,670912,107,7.0,1.0,10,3,1
1380,717397,PHI,592836,96,5.0,1.0,3,3,3
1381,717396,STL,571927,86,4.33,4.0,4,3,4
1382,717395,ATL,675911,97,6.0,5.0,10,0,8
1383,717394,COL,657756,61,2.33,6.0,1,2,6
1384,717393,KC,666142,81,5.0,1.0,3,2,4
1385,717392,CIN,671096,90,6.0,2.0,3,2,3
1386,717390,SEA,669923,87,5.0,6.0,4,1,8
1387,717389,LAA,672282,94,6.0,4.0,6,3,5
1388,717391,ATL,663465,37,1.67,4.0,1,1,7
1389,717388,PIT,674370,64,2.67,3.0,3,2,4
1390,717387,PHI,554430,101,7.0,3.0,7,0,5
1391,717385,NYM,453286,97,7.0,0.0,6,3,1
1392,717384,BAL,680694,100,7.33,0.0,8,1,3
1393,717383,CIN,594902,57,4.0,1.0,3,0,3
1394,717382,KC,663903,92,8.0,4.0,4,0,7
1395,717386,TOR,579328,89,4.67,1.0,4,3,2
1396,717380,STL,656427,92,6.0,3.0,7,3,3
1397,717379,OAK,676664,90,6.33,3.0,7,0,4
1398,717378,COL,502624,85,5.0,0.0,1,2,3
1399,717381,LAA,542881,85,3.0,1.0,5,2,5
1400,717377,TEX,527048,86,5.0,3.0,2,4,5
1401,717376,CHC,657006,82,6.0,1.0,6,1,9
1402,717373,SEA,682243,70,5.0,0.0,3,1,5
1403,717375,CIN,682227,98,6.0,2.0,3,3,4
1404,717374,STL,571945,92,6.0,3.0,3,0,7
1405,717372,BAL,680570,91,5.0,4.0,4,2,7
1406,717371,PIT,682990,73,5.33,7.0,2,2,7
1407,717370,CHC,592767,99,6.0,5.0,7,1,8
1408,717369,LAA,656288,120,5.67,2.0,12,3,6
1409,717368,KC,543475,83,6.0,0.0,4,1,3
1410,717367,TEX,641540,96,7.0,2.0,4,1,5
1411,717366,OAK,621112,97,5.67,6.0,3,2,9
1412,717365,SEA,669302,94,5.0,2.0,5,1,7
1413,717363,PHI,605400,98,7.33,2.0,6,0,4
1414,717362,TOR,666201,92,3.0,4.0,0,5,3
1415,717364,PIT,656605,102,6.0,8.0,1,2,10
1416,717361,BAL,669330,59,2.0,5.0,2,2,6
1417,717360,CIN,596133,61,2.67,4.0,6,1,4
1418,717359,NYM,471911,82,4.67,4.0,5,2,6
1419,717358,ATL,693821,76,2.67,5.0,4,1,7
1420,717352,LAA,663776,99,7.33,1.0,7,3,2
1421,717356,KC,663738,77,5.0,5.0,3,2,6
1422,717355,COL,656234,24,1.0,3.0,2,0,3
1423,717354,TEX,543135,93,6.0,0.0,2,3,2
1424,717353,CHC,592791,92,5.67,3.0,4,1,7
1425,717350,SEA,693433,87,3.33,6.0,4,3,8
1426,717349,OAK,665622,80,5.67,0.0,6,1,3
1427,717357,STL,656756,92,6.0,1.0,5,2,6
1428,717343,BAL,665152,91,4.67,5.0,1,4,4
1429,717348,PIT,448179,97,5.67,4.0,1,1,8
1430,717347,PHI,650911,86,5.0,1.0,3,1,6
1431,717351,STL,641712,66,3.0,2.0,1,0,5
1432,717345,COL,596295,94,6.0,4.0,5,0,8
1433,717344,OAK,686610,90,4.33,4.0,5,3,5
1434,717342,CIN,668933,96,6.0,2.0,3,2,5
1435,717346,TEX,592351,63,4.33,0.0,4,1,8
1436,717340,ATL,450203,103,5.67,4.0,4,3,6
1437,717333,KC,642232,82,5.67,3.0,4,1,6
1438,717335,SEA,622491,104,6.0,3.0,11,2,6
1439,717341,NYM,434378,100,8.0,1.0,7,1,3
1440,717338,TOR,621244,106,6.0,2.0,9,4,4
1441,717339,LAA,681217,85,5.67,1.0,10,2,4
1442,717336,CHC,543294,97,6.0,1.0,5,0,5
1443,717337,ATL,675911,100,6.0,4.0,13,1,4
1444,717334,CIN,671096,106,8.0,0.0,6,2,1
1445,717332,KC,425844,62,4.0,2.0,1,2,4
1446,717330,NYM,500779,77,5.0,2.0,3,0,6
1447,717331,TOR,605135,92,6.0,0.0,5,1,4
1448,717328,TB,607192,93,7.0,2.0,9,0,6
1449,717327,SEA,669923,99,7.0,0.0,10,0,4
1450,717323,OAK,663687,74,6.0,2.0,6,0,4
1451,717322,CHC,573186,99,3.67,4.0,4,4,7
1452,717329,PHI,592836,102,6.0,4.0,6,2,6
1453,717319,MIA,666129,59,3.0,6.0,5,0,7
1454,717325,CHC,657006,100,6.33,2.0,9,1,6
1455,717324,BOS,676710,65,4.0,4.0,2,0,4
1456,717321,CIN,594902,76,4.67,3.0,6,2,4
1457,717320,TB,621107,87,7.0,0.0,8,1,2
1458,717326,WSH,663623,111,6.67,3.0,9,1,5
1459,717318,NYY,657376,64,5.67,3.0,2,1,5
1460,717314,MIN,657746,104,6.0,4.0,10,1,7
1461,717316,TEX,571760,72,5.0,4.0,3,3,5
1462,717315,CLE,668909,81,4.0,1.0,3,4,5
1463,717313,MIL,642547,97,5.0,6.0,5,3,6
1464,717311,SEA,682243,75,5.33,1.0,6,2,3
1465,717310,OAK,676664,95,5.67,5.0,1,1,8
1466,717317,DET,681857,95,5.0,5.0,5,2,7
1467,717312,LAA,660271,87,6.33,5.0,9,1,6
1468,717303,CIN,682227,80,6.0,1.0,5,1,3
1469,717309,BOS,572020,96,6.0,2.0,7,1,3
1470,717308,CHC,605242,29,2.0,1.0,2,1,3
1471,717307,WSH,680686,87,7.0,1.0,4,3,4
1472,717306,MIA,456501,81,6.0,1.0,8,1,2
1473,717305,TEX,641540,79,3.0,5.0,1,2,7
1474,717304,NYY,543037,99,6.33,2.0,10,1,5
1475,717302,CLE,676440,102,7.0,0.0,8,1,2
1476,717300,TB,663556,86,4.0,5.0,5,3,5
1477,717299,DET,666159,32,2.0,0.0,2,2,1
1478,717297,LAA,672282,100,5.0,2.0,9,2,6
1479,717296,MIL,605288,89,6.0,3.0,10,2,6
1480,717295,OAK,621112,99,5.33,1.0,5,3,5
1481,717293,MIN,543243,88,6.0,2.0,4,1,7
1482,717301,SEA,669302,94,5.0,5.0,5,1,8
1483,717298,BOS,657514,28,1.67,0.0,3,0,1
1484,717294,NYY,622663,100,5.67,3.0,5,0,8
1485,717291,TB,671737,86,5.0,3.0,6,1,5
1486,717290,WSH,669022,90,5.0,0.0,8,2,4
