game_pk,date,team,prev_0_game_pk,prev_1_game_pk,prev_2_game_pk,prev_3_game_pk,prev_4_game_pk,prev_5_game_pk,prev_6_game_pk,prev_7_game_pk,prev_8_game_pk,prev_9_game_pk
716756,2023-09-01,BAL,716786.0,716800.0,716815.0,716836.0,716837.0,716859.0,716865.0,716874.0,716902.0,716914.0
716747,2023-09-02,BAL,716756.0,716786.0,716800.0,716815.0,716836.0,716837.0,716859.0,716865.0,716874.0,716902.0
716732,2023-09-03,BAL,716747.0,716756.0,716786.0,716800.0,716815.0,716836.0,716837.0,716859.0,716865.0,716874.0
716713,2023-09-04,BAL,716732.0,716747.0,716756.0,716786.0,716800.0,716815.0,716836.0,716837.0,716859.0,716865.0
716706,2023-09-05,BAL,716713.0,716732.0,716747.0,716756.0,716786.0,716800.0,716815.0,716836.0,716837.0,716859.0
716690,2023-09-06,BAL,716706.0,716713.0,716732.0,716747.0,716756.0,716786.0,716800.0,716815.0,716836.0,716837.0
716672,2023-09-08,BAL,716690.0,716706.0,716713.0,716732.0,716747.0,716756.0,716786.0,716800.0,716815.0,716836.0
716664,2023-09-09,BAL,716672.0,716690.0,716706.0,716713.0,716732.0,716747.0,716756.0,716786.0,716800.0,716815.0
716652,2023-09-10,BAL,716664.0,716672.0,716690.0,716706.0,716713.0,716732.0,716747.0,716756.0,716786.0,716800.0
716636,2023-09-11,BAL,716652.0,716664.0,716672.0,716690.0,716706.0,716713.0,716732.0,716747.0,716756.0,716786.0
716621,2023-09-12,BAL,716636.0,716652.0,716664.0,716672.0,716690.0,716706.0,716713.0,716732.0,716747.0,716756.0
716604,2023-09-13,BAL,716621.0,716636.0,716652.0,716664.0,716672.0,716690.0,716706.0,716713.0,716732.0,716747.0
716586,2023-09-14,BAL,716604.0,716621.0,716636.0,716652.0,716664.0,716672.0,716690.0,716706.0,716713.0,716732.0
716583,2023-09-15,BAL,716586.0,716604.0,716621.0,716636.0,716652.0,716664.0,716672.0,716690.0,716706.0,716713.0
716561,2023-09-16,BAL,716583.0,716586.0,716604.0,716621.0,716636.0,716652.0,716664.0,716672.0,716690.0,716706.0
716553,2023-09-17,BAL,716561.0,716583.0,716586.0,716604.0,716621.0,716636.0,716652.0,716664.0,716672.0,716690.0
716530,2023-09-18,BAL,716553.0,716561.0,716583.0,716586.0,716604.0,716621.0,716636.0,716652.0,716664.0,716672.0
716514,2023-09-19,BAL,716530.0,716553.0,716561.0,716583.0,716586.0,716604.0,716621.0,716636.0,716652.0,716664.0
716508,2023-09-20,BAL,716514.0,716530.0,716553.0,716561.0,716583.0,716586.0,716604.0,716621.0,716636.0,716652.0
716489,2023-09-21,BAL,716508.0,716514.0,716530.0,716553.0,716561.0,716583.0,716586.0,716604.0,716621.0,716636.0
716483,2023-09-22,BAL,716489.0,716508.0,716514.0,716530.0,716553.0,716561.0,716583.0,716586.0,716604.0,716621.0
716464,2023-09-23,BAL,716483.0,716489.0,716508.0,716514.0,716530.0,716553.0,716561.0,716583.0,716586.0,716604.0
716450,2023-09-24,BAL,716464.0,716483.0,716489.0,716508.0,716514.0,716530.0,716553.0,716561.0,716583.0,716586.0
716434,2023-09-26,BAL,716450.0,716464.0,716483.0,716489.0,716508.0,716514.0,716530.0,716553.0,716561.0,716583.0
716416,2023-09-27,BAL,716434.0,716450.0,716464.0,716483.0,716489.0,716508.0,716514.0,716530.0,716553.0,716561.0
716402,2023-09-28,BAL,716416.0,716434.0,716450.0,716464.0,716483.0,716489.0,716508.0,716514.0,716530.0,716553.0
716390,2023-09-29,BAL,716402.0,716416.0,716434.0,716450.0,716464.0,716483.0,716489.0,716508.0,716514.0,716530.0
716377,2023-09-30,BAL,716390.0,716402.0,716416.0,716434.0,716450.0,716464.0,716483.0,716489.0,716508.0,716514.0
716367,2023-10-01,BAL,716377.0,716390.0,716402.0,716416.0,716434.0,716450.0,716464.0,716483.0,716489.0,716508.0
718782,2023-03-30,BOS,,,,,,,,,,
718761,2023-04-01,BOS,718782.0,,,,,,,,,
718748,2023-04-02,BOS,718761.0,718782.0,,,,,,,,
718724,2023-04-03,BOS,718748.0,718761.0,718782.0,,,,,,,
718713,2023-04-04,BOS,718724.0,718748.0,718761.0,718782.0,,,,,,
718702,2023-04-05,BOS,718713.0,718724.0,718748.0,718761.0,718782.0,,,,,
718690,2023-04-06,BOS,718702.0,718713.0,718724.0,718748.0,718761.0,718782.0,,,,
718667,2023-04-08,BOS,718690.0,718702.0,718713.0,718724.0,718748.0,718761.0,718782.0,,,
718654,2023-04-09,BOS,718667.0,718690.0,718702.0,718713.0,718724.0,718748.0,718761.0,718782.0,,
718638,2023-04-10,BOS,718654.0,718667.0,718690.0,718702.0,718713.0,718724.0,718748.0,718761.0,718782.0,
718625,2023-04-11,BOS,718638.0,718654.0,718667.0,718690.0,718702.0,718713.0,718724.0,718748.0,718761.0,718782.0
718600,2023-04-12,BOS,718625.0,718638.0,718654.0,718667.0,718690.0,718702.0,718713.0,718724.0,718748.0,718761.0
718594,2023-04-13,BOS,718600.0,718625.0,718638.0,718654.0,718667.0,718690.0,718702.0,718713.0,718724.0,718748.0
718580,2023-04-14,BOS,718594.0,718600.0,718625.0,718638.0,718654.0,718667.0,718690.0,718702.0,718713.0,718724.0
718576,2023-04-15,BOS,718580.0,718594.0,718600.0,718625.0,718638.0,718654.0,718667.0,718690.0,718702.0,718713.0
718559,2023-04-16,BOS,718576.0,718580.0,718594.0,718600.0,718625.0,718638.0,718654.0,718667.0,718690.0,718702.0
718540,2023-04-17,BOS,718559.0,718576.0,718580.0,718594.0,718600.0,718625.0,718638.0,718654.0,718667.0,718690.0
718524,2023-04-18,BOS,718540.0,718559.0,718576.0,718580.0,718594.0,718600.0,718625.0,718638.0,718654.0,718667.0
718505,2023-04-19,BOS,718524.0,718540.0,718559.0,718576.0,718580.0,718594.0,718600.0,718625.0,718638.0,718654.0
718497,2023-04-20,BOS,718505.0,718524.0,718540.0,718559.0,718576.0,718580.0,718594.0,718600.0,718625.0,718638.0
718483,2023-04-21,BOS,718497.0,718505.0,718524.0,718540.0,718559.0,718576.0,718580.0,718594.0,718600.0,718625.0
718470,2023-04-22,BOS,718483.0,718497.0,718505.0,718524.0,718540.0,718559.0,718576.0,718580.0,718594.0,718600.0
718461,2023-04-23,BOS,718470.0,718483.0,718497.0,718505.0,718524.0,718540.0,718559.0,718576.0,718580.0,718594.0
718447,2023-04-24,BOS,718461.0,718470.0,718483.0,718497.0,718505.0,718524.0,718540.0,718559.0,718576.0,718580.0
718435,2023-04-25,BOS,718447.0,718461.0,718470.0,718483.0,718497.0,718505.0,718524.0,718540.0,718559.0,718576.0
718416,2023-04-26,BOS,718435.0,718447.0,718461.0,718470.0,718483.0,718497.0,718505.0,718524.0,718540.0,718559.0
718395,2023-04-28,BOS,718416.0,718435.0,718447.0,718461.0,718470.0,718483.0,718497.0,718505.0,718524.0,718540.0
718385,2023-04-29,BOS,718395.0,718416.0,718435.0,718447.0,718461.0,718470.0,718483.0,718497.0,718505.0,718524.0
718370,2023-04-30,BOS,718385.0,718395.0,718416.0,718435.0,718447.0,718461.0,718470.0,718483.0,718497.0,718505.0
718353,2023-05-01,BOS,718370.0,718385.0,718395.0,718416.0,718435.0,718447.0,718461.0,718470.0,718483.0,718497.0
718341,2023-05-02,BOS,718353.0,718370.0,718385.0,718395.0,718416.0,718435.0,718447.0,718461.0,718470.0,718483.0
718323,2023-05-03,BOS,718341.0,718353.0,718370.0,718385.0,718395.0,718416.0,718435.0,718447.0,718461.0,718470.0
718316,2023-05-04,BOS,718323.0,718341.0,718353.0,718370.0,718385.0,718395.0,718416.0,718435.0,718447.0,718461.0
718301,2023-05-05,BOS,718316.0,718323.0,718341.0,718353.0,718370.0,718385.0,718395.0,718416.0,718435.0,718447.0
718284,2023-05-06,BOS,718301.0,718316.0,718323.0,718341.0,718353.0,718370.0,718385.0,718395.0,718416.0,718435.0
718270,2023-05-07,BOS,718284.0,718301.0,718316.0,718323.0,718341.0,718353.0,718370.0,718385.0,718395.0,718416.0
718245,2023-05-09,BOS,718270.0,718284.0,718301.0,718316.0,718323.0,718341.0,718353.0,718370.0,718385.0,718395.0
718220,2023-05-10,BOS,718245.0,718270.0,718284.0,718301.0,718316.0,718323.0,718341.0,718353.0,718370.0,718385.0
718211,2023-05-12,BOS,718220.0,718245.0,718270.0,718284.0,718301.0,718316.0,718323.0,718341.0,718353.0,718370.0
718196,2023-05-13,BOS,718211.0,718220.0,718245.0,718270.0,718284.0,718301.0,718316.0,718323.0,718341.0,718353.0
718187,2023-05-14,BOS,718196.0,718211.0,718220.0,718245.0,718270.0,718284.0,718301.0,718316.0,718323.0,718341.0
718163,2023-05-15,BOS,718187.0,718196.0,718211.0,718220.0,718245.0,718270.0,718284.0,718301.0,718316.0,718323.0
718149,2023-05-16,BOS,718163.0,718187.0,718196.0,718211.0,718220.0,718245.0,718270.0,718284.0,718301.0,718316.0
718133,2023-05-17,BOS,718149.0,718163.0,718187.0,718196.0,718211.0,718220.0,718245.0,718270.0,718284.0,718301.0
718107,2023-05-19,BOS,718133.0,718149.0,718163.0,718187.0,718196.0,718211.0,718220.0,718245.0,718270.0,718284.0
718092,2023-05-20,BOS,718107.0,718133.0,718149.0,718163.0,718187.0,718196.0,718211.0,718220.0,718245.0,718270.0
718079,2023-05-21,BOS,718092.0,718107.0,718133.0,718149.0,718163.0,718187.0,718196.0,718211.0,718220.0,718245.0
718070,2023-05-22,BOS,718079.0,718092.0,718107.0,718133.0,718149.0,718163.0,718187.0,718196.0,718211.0,718220.0
718053,2023-05-23,BOS,718070.0,718079.0,718092.0,718107.0,718133.0,718149.0,718163.0,718187.0,718196.0,718211.0
718034,2023-05-24,BOS,718053.0,718070.0,718079.0,718092.0,718107.0,718133.0,718149.0,718163.0,718187.0,718196.0
718010,2023-05-26,BOS,718034.0,718053.0,718070.0,718079.0,718092.0,718107.0,718133.0,718149.0,718163.0,718187.0
717991,2023-05-27,BOS,718010.0,718034.0,718053.0,718070.0,718079.0,718092.0,718107.0,718133.0,718149.0,718163.0
717981,2023-05-28,BOS,717991.0,718010.0,718034.0,718053.0,718070.0,718079.0,718092.0,718107.0,718133.0,718149.0
717966,2023-05-30,BOS,717981.0,717991.0,718010.0,718034.0,718053.0,718070.0,718079.0,718092.0,718107.0,718133.0
717948,2023-05-31,BOS,717966.0,717981.0,717991.0,718010.0,718034.0,718053.0,718070.0,718079.0,718092.0,718107.0
717932,2023-06-01,BOS,717948.0,717966.0,717981.0,717991.0,718010.0,718034.0,718053.0,718070.0,718079.0,718092.0
717885,2023-06-03,BOS,717932.0,717948.0,717966.0,717981.0,717991.0,718010.0,718034.0,718053.0,718070.0,718079.0
717918,2023-06-03,BOS,717885.0,717932.0,717948.0,717966.0,717981.0,717991.0,718010.0,718034.0,718053.0,718070.0
717904,2023-06-04,BOS,717918.0,717885.0,717932.0,717948.0,717966.0,717981.0,717991.0,718010.0,718034.0,718053.0
717928,2023-06-05,BOS,717904.0,717918.0,717885.0,717932.0,717948.0,717966.0,717981.0,717991.0,718010.0,718034.0
717873,2023-06-06,BOS,717928.0,717904.0,717918.0,717885.0,717932.0,717948.0,717966.0,717981.0,717991.0,718010.0
717858,2023-06-07,BOS,717873.0,717928.0,717904.0,717918.0,717885.0,717932.0,717948.0,717966.0,717981.0,717991.0
717842,2023-06-08,BOS,717858.0,717873.0,717928.0,717904.0,717918.0,717885.0,717932.0,717948.0,717966.0,717981.0
717841,2023-06-09,BOS,717842.0,717858.0,717873.0,717928.0,717904.0,717918.0,717885.0,717932.0,717948.0,717966.0
717825,2023-06-10,BOS,717841.0,717842.0,717858.0,717873.0,717928.0,717904.0,717918.0,717885.0,717932.0,717948.0
717810,2023-06-11,BOS,717825.0,717841.0,717842.0,717858.0,717873.0,717928.0,717904.0,717918.0,717885.0,717932.0
717794,2023-06-12,BOS,717810.0,717825.0,717841.0,717842.0,717858.0,717873.0,717928.0,717904.0,717918.0,717885.0
717788,2023-06-13,BOS,717794.0,717810.0,717825.0,717841.0,717842.0,717858.0,717873.0,717928.0,717904.0,717918.0
717768,2023-06-14,BOS,717788.0,717794.0,717810.0,717825.0,717841.0,717842.0,717858.0,717873.0,717928.0,717904.0
717742,2023-06-16,BOS,717768.0,717788.0,717794.0,717810.0,717825.0,717841.0,717842.0,717858.0,717873.0,717928.0
717715,2023-06-18,BOS,717742.0,717768.0,717788.0,717794.0,717810.0,717825.0,717841.0,717842.0,717858.0,717873.0
717730,2023-06-18,BOS,717715.0,717742.0,717768.0,717788.0,717794.0,717810.0,717825.0,717841.0,717842.0,717858.0
717693,2023-06-19,BOS,717730.0,717715.0,717742.0,717768.0,717788.0,717794.0,717810.0,717825.0,717841.0,717842.0
717683,2023-06-20,BOS,717693.0,717730.0,717715.0,717742.0,717768.0,717788.0,717794.0,717810.0,717825.0,717841.0
717665,2023-06-21,BOS,717683.0,717693.0,717730.0,717715.0,717742.0,717768.0,717788.0,717794.0,717810.0,717825.0
717658,2023-06-22,BOS,717665.0,717683.0,717693.0,717730.0,717715.0,717742.0,717768.0,717788.0,717794.0,717810.0
717645,2023-06-23,BOS,717658.0,717665.0,717683.0,717693.0,717730.0,717715.0,717742.0,717768.0,717788.0,717794.0
717629,2023-06-24,BOS,717645.0,717658.0,717665.0,717683.0,717693.0,717730.0,717715.0,717742.0,717768.0,717788.0
717614,2023-06-25,BOS,717629.0,717645.0,717658.0,717665.0,717683.0,717693.0,717730.0,717715.0,717742.0,717768.0
717605,2023-06-27,BOS,717614.0,717629.0,717645.0,717658.0,717665.0,717683.0,717693.0,717730.0,717715.0,717742.0
717583,2023-06-28,BOS,717605.0,717614.0,717629.0,717645.0,717658.0,717665.0,717683.0,717693.0,717730.0,717715.0
717569,2023-06-29,BOS,717583.0,717605.0,717614.0,717629.0,717645.0,717658.0,717665.0,717683.0,717693.0,717730.0
717555,2023-06-30,BOS,717569.0,717583.0,717605.0,717614.0,717629.0,717645.0,717658.0,717665.0,717683.0,717693.0
717547,2023-07-01,BOS,717555.0,717569.0,717583.0,717605.0,717614.0,717629.0,717645.0,717658.0,717665.0,717683.0
717530,2023-07-02,BOS,717547.0,717555.0,717569.0,717583.0,717605.0,717614.0,717629.0,717645.0,717658.0,717665.0
717501,2023-07-04,BOS,717530.0,717547.0,717555.0,717569.0,717583.0,717605.0,717614.0,717629.0,717645.0,717658.0
717484,2023-07-05,BOS,717501.0,717530.0,717547.0,717555.0,717569.0,717583.0,717605.0,717614.0,717629.0,717645.0
717471,2023-07-06,BOS,717484.0,717501.0,717530.0,717547.0,717555.0,717569.0,717583.0,717605.0,717614.0,717629.0
717461,2023-07-07,BOS,717471.0,717484.0,717501.0,717530.0,717547.0,717555.0,717569.0,717583.0,717605.0,717614.0
717449,2023-07-08,BOS,717461.0,717471.0,717484.0,717501.0,717530.0,717547.0,717555.0,717569.0,717583.0,717605.0
717435,2023-07-09,BOS,717449.0,717461.0,717471.0,717484.0,717501.0,717530.0,717547.0,717555.0,717569.0,717583.0
717419,2023-07-14,BOS,717435.0,717449.0,717461.0,717471.0,717484.0,717501.0,717530.0,717547.0,717555.0,717569.0
717403,2023-07-15,BOS,717419.0,717435.0,717449.0,717461.0,717471.0,717484.0,717501.0,717530.0,717547.0,717555.0
717376,2023-07-16,BOS,717403.0,717419.0,717435.0,717449.0,717461.0,717471.0,717484.0,717501.0,717530.0,717547.0
717366,2023-07-17,BOS,717376.0,717403.0,717419.0,717435.0,717449.0,717461.0,717471.0,717484.0,717501.0,717530.0
717349,2023-07-18,BOS,717366.0,717376.0,717403.0,717419.0,717435.0,717449.0,717461.0,717471.0,717484.0,717501.0
717344,2023-07-19,BOS,717349.0,717366.0,717376.0,717403.0,717419.0,717435.0,717449.0,717461.0,717471.0,717484.0
717324,2023-07-21,BOS,717344.0,717349.0,717366.0,717376.0,717403.0,717419.0,717435.0,717449.0,717461.0,717471.0
717309,2023-07-22,BOS,717324.0,717344.0,717349.0,717366.0,717376.0,717403.0,717419.0,717435.0,717449.0,717461.0
717298,2023-07-23,BOS,717309.0,717324.0,717344.0,717349.0,717366.0,717376.0,717403.0,717419.0,717435.0,717449.0
717261,2023-07-25,BOS,717298.0,717309.0,717324.0,717344.0,717349.0,717366.0,717376.0,717403.0,717419.0,717435.0
717242,2023-07-26,BOS,717261.0,717298.0,717309.0,717324.0,717344.0,717349.0,717366.0,717376.0,717403.0,717419.0
717220,2023-07-28,BOS,717242.0,717261.0,717298.0,717309.0,717324.0,717344.0,717349.0,717366.0,717376.0,717403.0
717221,2023-07-29,BOS,717220.0,717242.0,717261.0,717298.0,717309.0,717324.0,717344.0,717349.0,717366.0,717376.0
717197,2023-07-30,BOS,717221.0,717220.0,717242.0,717261.0,717298.0,717309.0,717324.0,717344.0,717349.0,717366.0
717181,2023-07-31,BOS,717197.0,717221.0,717220.0,717242.0,717261.0,717298.0,717309.0,717324.0,717344.0,717349.0
717167,2023-08-01,BOS,717181.0,717197.0,717221.0,717220.0,717242.0,717261.0,717298.0,717309.0,717324.0,717344.0
717161,2023-08-02,BOS,717167.0,717181.0,717197.0,717221.0,717220.0,717242.0,717261.0,717298.0,717309.0,717324.0
717136,2023-08-04,BOS,717161.0,717167.0,717181.0,717197.0,717221.0,717220.0,717242.0,717261.0,717298.0,717309.0
717125,2023-08-05,BOS,717136.0,717161.0,717167.0,717181.0,717197.0,717221.0,717220.0,717242.0,717261.0,717298.0
717111,2023-08-06,BOS,717125.0,717136.0,717161.0,717167.0,717181.0,717197.0,717221.0,717220.0,717242.0,717261.0
717089,2023-08-07,BOS,717111.0,717125.0,717136.0,717161.0,717167.0,717181.0,717197.0,717221.0,717220.0,717242.0
717077,2023-08-08,BOS,717089.0,717111.0,717125.0,717136.0,717161.0,717167.0,717181.0,717197.0,717221.0,717220.0
717059,2023-08-09,BOS,717077.0,717089.0,717111.0,717125.0,717136.0,717161.0,717167.0,717181.0,717197.0,717221.0
717051,2023-08-10,BOS,717059.0,717077.0,717089.0,717111.0,717125.0,717136.0,717161.0,717167.0,717181.0,717197.0
717042,2023-08-11,BOS,717051.0,717059.0,717077.0,717089.0,717111.0,717125.0,717136.0,717161.0,717167.0,717181.0
717033,2023-08-12,BOS,717042.0,717051.0,717059.0,717077.0,717089.0,717111.0,717125.0,717136.0,717161.0,717167.0
717014,2023-08-13,BOS,717033.0,717042.0,717051.0,717059.0,717077.0,717089.0,717111.0,717125.0,717136.0,717161.0
716993,2023-08-15,BOS,717014.0,717033.0,717042.0,717051.0,717059.0,717077.0,717089.0,717111.0,717125.0,717136.0
716982,2023-08-16,BOS,716993.0,717014.0,717033.0,717042.0,717051.0,717059.0,717077.0,717089.0,717111.0,717125.0
716966,2023-08-17,BOS,716982.0,716993.0,717014.0,717033.0,717042.0,717051.0,717059.0,717077.0,717089.0,717111.0
716953,2023-08-18,BOS,716966.0,716982.0,716993.0,717014.0,717033.0,717042.0,717051.0,717059.0,717077.0,717089.0
716943,2023-08-19,BOS,716953.0,716966.0,716982.0,716993.0,717014.0,717033.0,717042.0,717051.0,717059.0,717077.0
716928,2023-08-20,BOS,716943.0,716953.0,716966.0,716982.0,716993.0,717014.0,717033.0,717042.0,717051.0,717059.0
716908,2023-08-21,BOS,716928.0,716943.0,716953.0,716966.0,716982.0,716993.0,717014.0,717033.0,717042.0,717051.0
716895,2023-08-22,BOS,716908.0,716928.0,716943.0,716953.0,716966.0,716982.0,716993.0,717014.0,717033.0,717042.0
716878,2023-08-23,BOS,716895.0,716908.0,716928.0,716943.0,716953.0,716966.0,716982.0,716993.0,717014.0,717033.0
716873,2023-08-24,BOS,716878.0,716895.0,716908.0,716928.0,716943.0,716953.0,716966.0,716982.0,716993.0,717014.0
716866,2023-08-25,BOS,716873.0,716878.0,716895.0,716908.0,716928.0,716943.0,716953.0,716966.0,716982.0,716993.0
716849,2023-08-26,BOS,716866.0,716873.0,716878.0,716895.0,716908.0,716928.0,716943.0,716953.0,716966.0,716982.0
716831,2023-08-27,BOS,716849.0,716866.0,716873.0,716878.0,716895.0,716908.0,716928.0,716943.0,716953.0,716966.0
716814,2023-08-28,BOS,716831.0,716849.0,716866.0,716873.0,716878.0,716895.0,716908.0,716928.0,716943.0,716953.0
716802,2023-08-29,BOS,716814.0,716831.0,716849.0,716866.0,716873.0,716878.0,716895.0,716908.0,716928.0,716943.0
716794,2023-08-30,BOS,716802.0,716814.0,716831.0,716849.0,716866.0,716873.0,716878.0,716895.0,716908.0,716928.0
716764,2023-09-01,BOS,716794.0,716802.0,716814.0,716831.0,716849.0,716866.0,716873.0,716878.0,716895.0,716908.0
716750,2023-09-02,BOS,716764.0,716794.0,716802.0,716814.0,716831.0,716849.0,716866.0,716873.0,716878.0,716895.0
716739,2023-09-03,BOS,716750.0,716764.0,716794.0,716802.0,716814.0,716831.0,716849.0,716866.0,716873.0,716878.0
716722,2023-09-04,BOS,716739.0,716750.0,716764.0,716794.0,716802.0,716814.0,716831.0,716849.0,716866.0,716873.0
716716,2023-09-05,BOS,716722.0,716739.0,716750.0,716764.0,716794.0,716802.0,716814.0,716831.0,716849.0,716866.0
716696,2023-09-06,BOS,716716.0,716722.0,716739.0,716750.0,716764.0,716794.0,716802.0,716814.0,716831.0,716849.0
716672,2023-09-08,BOS,716696.0,716716.0,716722.0,716739.0,716750.0,716764.0,716794.0,716802.0,716814.0,716831.0
716664,2023-09-09,BOS,716672.0,716696.0,716716.0,716722.0,716739.0,716750.0,716764.0,716794.0,716802.0,716814.0
716652,2023-09-10,BOS,716664.0,716672.0,716696.0,716716.0,716722.0,716739.0,716750.0,716764.0,716794.0,716802.0
716628,2023-09-12,BOS,716652.0,716664.0,716672.0,716696.0,716716.0,716722.0,716739.0,716750.0,716764.0,716794.0
716612,2023-09-12,BOS,716628.0,716652.0,716664.0,716672.0,716696.0,716716.0,716722.0,716739.0,716750.0,716764.0
716593,2023-09-14,BOS,716612.0,716628.0,716652.0,716664.0,716672.0,716696.0,716716.0,716722.0,716739.0,716750.0
716597,2023-09-14,BOS,716593.0,716612.0,716628.0,716652.0,716664.0,716672.0,716696.0,716716.0,716722.0,716739.0
716576,2023-09-15,BOS,716597.0,716593.0,716612.0,716628.0,716652.0,716664.0,716672.0,716696.0,716716.0,716722.0
716566,2023-09-16,BOS,716576.0,716597.0,716593.0,716612.0,716628.0,716652.0,716664.0,716672.0,716696.0,716716.0
716548,2023-09-17,BOS,716566.0,716576.0,716597.0,716593.0,716612.0,716628.0,716652.0,716664.0,716672.0,716696.0
716533,2023-09-18,BOS,716548.0,716566.0,716576.0,716597.0,716593.0,716612.0,716628.0,716652.0,716664.0,716672.0
716519,2023-09-19,BOS,716533.0,716548.0,716566.0,716576.0,716597.0,716593.0,716612.0,716628.0,716652.0,716664.0
716507,2023-09-20,BOS,716519.0,716533.0,716548.0,716566.0,716576.0,716597.0,716593.0,716612.0,716628.0,716652.0
716478,2023-09-22,BOS,716507.0,716519.0,716533.0,716548.0,716566.0,716576.0,716597.0,716593.0,716612.0,716628.0
716468,2023-09-23,BOS,716478.0,716507.0,716519.0,716533.0,716548.0,716566.0,716576.0,716597.0,716593.0,716612.0
716453,2023-09-24,BOS,716468.0,716478.0,716507.0,716519.0,716533.0,716548.0,716566.0,716576.0,716597.0,716593.0
716428,2023-09-26,BOS,716453.0,716468.0,716478.0,716507.0,716519.0,716533.0,716548.0,716566.0,716576.0,716597.0
716419,2023-09-27,BOS,716428.0,716453.0,716468.0,716478.0,716507.0,716519.0,716533.0,716548.0,716566.0,716576.0
716402,2023-09-28,BOS,716419.0,716428.0,716453.0,716468.0,716478.0,716507.0,716519.0,716533.0,716548.0,716566.0
716390,2023-09-29,BOS,716402.0,716419.0,716428.0,716453.0,716468.0,716478.0,716507.0,716519.0,716533.0,716548.0
716377,2023-09-30,BOS,716390.0,716402.0,716419.0,716428.0,716453.0,716468.0,716478.0,716507.0,716519.0,716533.0
716367,2023-10-01,BOS,716377.0,716390.0,716402.0,716419.0,716428.0,716453.0,716468.0,716478.0,716507.0,716519.0
718777,2023-03-30,CHC,,,,,,,,,,
718758,2023-04-01,CHC,718777.0,,,,,,,,,
718738,2023-04-02,CHC,718758.0,718777.0,,,,,,,,
718728,2023-04-03,CHC,718738.0,718758.0,718777.0,,,,,,,
718716,2023-04-04,CHC,718728.0,718738.0,718758.0,718777.0,,,,,,
718675,2023-04-07,CHC,718716.0,718728.0,718738.0,718758.0,718777.0,,,,,
718669,2023-04-08,CHC,718675.0,718716.0,718728.0,718738.0,718758.0,718777.0,,,,
718642,2023-04-09,CHC,718669.0,718675.0,718716.0,718728.0,718738.0,718758.0,718777.0,,,
718628,2023-04-10,CHC,718642.0,718669.0,718675.0,718716.0,718728.0,718738.0,718758.0,718777.0,,
718617,2023-04-11,CHC,718628.0,718642.0,718669.0,718675.0,718716.0,718728.0,718738.0,718758.0,718777.0,
718606,2023-04-12,CHC,718617.0,718628.0,718642.0,718669.0,718675.0,718716.0,718728.0,718738.0,718758.0,718777.0
718575,2023-04-14,CHC,718606.0,718617.0,718628.0,718642.0,718669.0,718675.0,718716.0,718728.0,718738.0,718758.0
718564,2023-04-15,CHC,718575.0,718606.0,718617.0,718628.0,718642.0,718669.0,718675.0,718716.0,718728.0,718738.0
718547,2023-04-16,CHC,718564.0,718575.0,718606.0,718617.0,718628.0,718642.0,718669.0,718675.0,718716.0,718728.0
718536,2023-04-17,CHC,718547.0,718564.0,718575.0,718606.0,718617.0,718628.0,718642.0,718669.0,718675.0,718716.0
718523,2023-04-18,CHC,718536.0,718547.0,718564.0,718575.0,718606.0,718617.0,718628.0,718642.0,718669.0,718675.0
718506,2023-04-19,CHC,718523.0,718536.0,718547.0,718564.0,718575.0,718606.0,718617.0,718628.0,718642.0,718669.0
718499,2023-04-20,CHC,718506.0,718523.0,718536.0,718547.0,718564.0,718575.0,718606.0,718617.0,718628.0,718642.0
718491,2023-04-21,CHC,718499.0,718506.0,718523.0,718536.0,718547.0,718564.0,718575.0,718606.0,718617.0,718628.0
718479,2023-04-22,CHC,718491.0,718499.0,718506.0,718523.0,718536.0,718547.0,718564.0,718575.0,718606.0,718617.0
718451,2023-04-23,CHC,718479.0,718491.0,718499.0,718506.0,718523.0,718536.0,718547.0,718564.0,718575.0,718606.0
718426,2023-04-25,CHC,718451.0,718479.0,718491.0,718499.0,718506.0,718523.0,718536.0,718547.0,718564.0,718575.0
718407,2023-04-26,CHC,718426.0,718451.0,718479.0,718491.0,718499.0,718506.0,718523.0,718536.0,718547.0,718564.0
718406,2023-04-27,CHC,718407.0,718426.0,718451.0,718479.0,718491.0,718499.0,718506.0,718523.0,718536.0,718547.0
718391,2023-04-28,CHC,718406.0,718407.0,718426.0,718451.0,718479.0,718491.0,718499.0,718506.0,718523.0,718536.0
718375,2023-04-29,CHC,718391.0,718406.0,718407.0,718426.0,718451.0,718479.0,718491.0,718499.0,718506.0,718523.0
718364,2023-04-30,CHC,718375.0,718391.0,718406.0,718407.0,718426.0,718451.0,718479.0,718491.0,718499.0,718506.0
718349,2023-05-01,CHC,718364.0,718375.0,718391.0,718406.0,718407.0,718426.0,718451.0,718479.0,718491.0,718499.0
718344,2023-05-02,CHC,718349.0,718364.0,718375.0,718391.0,718406.0,718407.0,718426.0,718451.0,718479.0,718491.0
718333,2023-05-03,CHC,718344.0,718349.0,718364.0,718375.0,718391.0,718406.0,718407.0,718426.0,718451.0,718479.0
718317,2023-05-04,CHC,718333.0,718344.0,718349.0,718364.0,718375.0,718391.0,718406.0,718407.0,718426.0,718451.0
718303,2023-05-05,CHC,718317.0,718333.0,718344.0,718349.0,718364.0,718375.0,718391.0,718406.0,718407.0,718426.0
