game_pk,pitcher,np,ip,k,hits,bb
717176,663776,90.0,5.0,3.0,3.0,4.0
717177,680694,98.0,7.0,7.0,4.0,1.0
717178,666159,85.0,6.0,6.0,8.0,0.0
717180,668678,91.0,6.0,6.0,7.0,1.0
717182,624133,81.0,7.0,3.0,10.0,2.0
717183,642547,94.0,6.0,7.0,6.0,2.0
717152,656302,79.0,2.0,1.0,7.0,3.0
717153,682227,77.0,5.0,7.0,4.0,2.0
717154,663687,78.0,3.0,2.0,9.0,3.0
717155,657746,103.0,4.0,4.0,9.0,1.0
717156,673540,99.0,6.0,6.0,11.0,2.0
717157,680570,96.0,6.0,6.0,2.0,2.0
717158,607259,38.0,3.0,3.0,1.0,0.0
717159,554430,98.0,6.0,4.0,5.0,1.0
717160,663556,82.0,4.0,3.0,5.0,0.0
717161,676710,81.0,5.0,5.0,4.0,1.0
717162,489119,60.0,4.0,5.0,3.0,2.0
717163,676440,90.0,5.0,4.0,7.0,4.0
717164,677944,59.0,5.0,2.0,4.0,1.0
717165,608337,87.0,4.0,2.0,8.0,2.0
717166,593958,93.0,6.0,5.0,7.0,1.0
717137,676664,95.0,5.0,5.0,6.0,3.0
717142,664299,102.0,5.0,4.0,4.0,3.0
717143,656605,90.0,5.0,5.0,9.0,3.0
717144,693433,83.0,6.0,6.0,4.0,1.0
717145,543243,77.0,7.0,8.0,5.0,0.0
717146,596133,83.0,4.0,5.0,4.0,4.0
717147,547179,101.0,8.0,5.0,6.0,1.0
717148,471911,74.0,7.0,0.0,8.0,1.0
717149,657053,98.0,6.0,9.0,5.0,4.0
717150,656427,92.0,6.0,8.0,4.0,2.0
717151,694297,84.0,7.0,7.0,2.0,1.0
717127,623167,72.0,5.0,2.0,10.0,0.0
717128,518876,93.0,6.0,9.0,6.0,1.0
717129,676272,82.0,4.0,3.0,6.0,1.0
717130,622491,100.0,6.0,6.0,10.0,1.0
717131,682990,88.0,5.0,3.0,5.0,3.0
717132,605182,82.0,5.0,2.0,8.0,1.0
717133,666200,90.0,6.0,8.0,6.0,2.0
717134,656849,52.0,3.0,1.0,1.0,3.0
717135,641793,74.0,6.0,1.0,3.0,1.0
717136,666201,89.0,7.0,5.0,6.0,2.0
717138,686613,93.0,6.0,4.0,5.0,1.0
717139,571578,83.0,7.0,2.0,4.0,1.0
717140,543475,91.0,6.0,2.0,8.0,0.0
717141,608331,72.0,6.0,8.0,3.0,0.0
717109,669923,96.0,7.0,5.0,3.0,0.0
717112,675627,20.0,2.0,4.0,1.0,0.0
717114,656731,102.0,5.0,3.0,9.0,0.0
717115,656629,97.0,6.0,3.0,3.0,4.0
717116,663559,63.0,5.0,2.0,6.0,1.0
717117,548389,74.0,6.0,7.0,3.0,0.0
717118,669194,60.0,3.0,5.0,8.0,0.0
717119,621389,80.0,5.0,2.0,8.0,1.0
717120,672851,86.0,6.0,7.0,3.0,0.0
717121,693821,97.0,5.0,3.0,7.0,3.0
717122,650644,90.0,5.0,4.0,9.0,0.0
717123,679525,66.0,4.0,4.0,6.0,2.0
717124,666277,59.0,4.0,4.0,3.0,3.0
717125,621244,85.0,6.0,6.0,6.0,0.0
717126,434378,97.0,7.0,4.0,7.0,2.0
717093,458681,96.0,6.0,6.0,4.0,2.0
717098,450203,99.0,5.0,4.0,4.0,4.0
717099,596295,79.0,6.0,2.0,6.0,2.0
717100,502171,77.0,6.0,3.0,7.0,1.0
717101,682243,85.0,5.0,10.0,5.0,0.0
717102,645261,105.0,6.0,7.0,6.0,0.0
717103,541640,58.0,3.0,3.0,3.0,1.0
717104,663623,94.0,5.0,6.0,5.0,2.0
717105,670912,101.0,7.0,6.0,2.0,3.0
717106,668678,97.0,7.0,8.0,4.0,2.0
717107,500779,92.0,7.0,6.0,6.0,2.0
717108,669947,96.0,6.0,6.0,6.0,1.0
717110,664353,62.0,4.0,1.0,3.0,3.0
717111,605135,96.0,7.0,6.0,7.0,2.0
717113,425844,59.0,4.0,4.0,7.0,0.0
717081,641540,94.0,6.0,6.0,5.0,3.0
717086,663567,81.0,4.0,4.0,4.0,3.0
717087,547943,52.0,4.0,2.0,0.0,1.0
717088,543037,105.0,8.0,3.0,5.0,2.0
717089,666142,104.0,7.0,11.0,4.0,1.0
717090,657277,106.0,6.0,6.0,7.0,0.0
717091,641154,96.0,7.0,8.0,5.0,0.0
717092,592767,97.0,6.0,5.0,8.0,2.0
717094,664062,84.0,6.0,3.0,9.0,1.0
717095,675911,63.0,3.0,3.0,5.0,3.0
717097,691587,78.0,5.0,7.0,5.0,2.0
717068,518397,11.0,0.33999999999999997,0.0,3.0,0.0
717069,453286,89.0,7.0,6.0,3.0,2.0
717072,607259,53.0,3.0,1.0,4.0,1.0
717073,628711,95.0,6.0,5.0,4.0,1.0
717074,579328,95.0,7.0,6.0,3.0,1.0
717075,657376,88.0,6.0,7.0,4.0,1.0
717076,543243,90.0,6.0,10.0,7.0,0.0
717077,663903,96.0,7.0,4.0,5.0,2.0
717078,607536,79.0,7.0,4.0,8.0,0.0
717079,630023,87.0,5.0,5.0,7.0,2.0
717080,592791,96.0,7.0,7.0,3.0,0.0
717082,592866,103.0,5.0,7.0,8.0,1.0
717083,666129,79.0,6.0,3.0,6.0,0.0
717084,664285,93.0,7.0,3.0,8.0,2.0
717085,571945,80.0,8.0,5.0,8.0,0.0
717096,680686,92.0,5.0,5.0,6.0,2.0
717054,641656,10.0,1.0,1.0,0.0,1.0
717055,506433,89.0,7.0,4.0,6.0,2.0
717057,676272,91.0,7.0,4.0,4.0,4.0
717058,608331,79.0,4.0,4.0,6.0,1.0
717059,543475,102.0,8.0,6.0,7.0,1.0
717060,592332,90.0,7.0,6.0,4.0,0.0
717061,641927,93.0,5.0,9.0,11.0,1.0
717062,543294,94.0,5.0,6.0,5.0,2.0
717063,656756,95.0,6.0,5.0,7.0,1.0
717064,641712,73.0,5.0,2.0,7.0,1.0
717065,623167,106.0,5.0,4.0,8.0,2.0
717066,669022,83.0,5.0,5.0,7.0,1.0
717067,664299,105.0,5.0,3.0,4.0,3.0
717070,456501,77.0,5.0,5.0,5.0,1.0
717071,676254,17.0,1.0,3.0,1.0,0.0
717045,621389,83.0,7.0,2.0,3.0,2.0
717048,669461,101.0,8.0,7.0,2.0,0.0
717049,571578,87.0,6.0,2.0,1.0,7.0
717050,628317,89.0,6.0,4.0,3.0,1.0
717051,680735,29.0,2.0,2.0,1.0,0.0
717052,666201,93.0,5.0,6.0,4.0,3.0
717053,686613,97.0,7.0,7.0,8.0,0.0
717056,693821,87.0,6.0,5.0,6.0,2.0
717031,592351,87.0,7.0,7.0,2.0,0.0
717032,596295,78.0,5.0,2.0,8.0,1.0
717034,502043,89.0,6.0,4.0,12.0,2.0
717035,605483,98.0,6.0,7.0,2.0,4.0
717036,669203,107.0,6.0,5.0,8.0,3.0
717037,672282,48.0,3.0,0.0,7.0,3.0
717038,675540,70.0,6.0,1.0,6.0,2.0
717039,425794,39.0,1.67,0.0,9.0,0.0
717040,450203,105.0,6.0,4.0,3.0,7.0
717041,665871,90.0,7.0,2.0,4.0,1.0
717042,669373,94.0,6.0,3.0,7.0,2.0
717043,621112,103.0,6.0,3.0,8.0,4.0
717044,572971,49.0,2.0,0.0,6.0,2.0
717046,671096,98.0,6.0,9.0,4.0,0.0
717047,641656,29.0,2.0,2.0,3.0,0.0
717017,663567,85.0,6.0,4.0,7.0,1.0
717018,608344,67.0,5.0,6.0,2.0,1.0
717019,571927,94.0,6.0,5.0,4.0,0.0
717020,448179,83.0,4.0,4.0,7.0,1.0
717021,675911,105.0,7.0,6.0,3.0,4.0
717022,542881,82.0,5.0,6.0,6.0,3.0
717023,605540,86.0,7.0,5.0,4.0,1.0
717024,668909,87.0,5.0,10.0,5.0,0.0
717025,650633,41.0,2.0,3.0,4.0,0.0
717026,657006,84.0,5.0,7.0,6.0,0.0
717028,641154,92.0,6.0,7.0,4.0,1.0
717029,571760,40.0,2.0,1.0,3.0,2.0
717030,665622,84.0,4.0,4.0,4.0,2.0
717033,666159,90.0,6.0,1.0,2.0,3.0
718371,642216,111.0,7.0,9.0,4.0,1.0
717003,607625,87.0,5.0,4.0,6.0,0.0
717004,681217,84.0,5.0,5.0,4.0,2.0
717005,680694,90.0,6.0,7.0,5.0,1.0
717006,642547,103.0,6.0,6.0,4.0,3.0
717007,607536,89.0,5.0,1.0,6.0,1.0
717008,641540,106.0,7.0,12.0,7.0,0.0
717009,543243,80.0,6.0,7.0,2.0,3.0
717010,676440,97.0,7.0,5.0,7.0,0.0
717011,543037,99.0,6.0,6.0,6.0,2.0
717012,592791,89.0,4.0,2.0,8.0,2.0
717013,630023,95.0,5.0,5.0,7.0,2.0
717014,593958,94.0,5.0,8.0,10.0,1.0
717015,682227,88.0,6.0,6.0,2.0,2.0
717016,686610,96.0,5.0,4.0,7.0,1.0
717027,596133,77.0,4.0,7.0,6.0,1.0
716994,669302,98.0,5.0,5.0,7.0,2.0
716995,676664,97.0,5.0,6.0,6.0,4.0
716996,680570,95.0,7.0,6.0,3.0,1.0
716997,663776,83.0,3.0,6.0,4.0,6.0
716998,518876,92.0,6.0,11.0,5.0,1.0
716999,607192,87.0,6.0,7.0,3.0,3.0
717000,664285,95.0,8.0,4.0,6.0,1.0
717001,657376,68.0,3.0,3.0,9.0,2.0
717002,682990,102.0,5.0,3.0,7.0,3.0
716978,573009,13.0,1.0,0.0,0.0,0.0
716979,605288,75.0,6.0,6.0,5.0,0.0
716980,656427,84.0,3.0,3.0,4.0,4.0
716981,676106,76.0,5.0,1.0,9.0,0.0
716983,656412,81.0,5.0,6.0,1.0,1.0
716984,657093,90.0,5.0,4.0,7.0,2.0
716985,608337,110.0,6.0,5.0,7.0,2.0
716986,657053,87.0,5.0,4.0,3.0,5.0
716987,622663,83.0,4.0,5.0,5.0,2.0
716988,663559,82.0,6.0,5.0,4.0,1.0
716989,641793,79.0,6.0,5.0,3.0,0.0
716990,554430,107.0,7.0,5.0,3.0,4.0
716991,664299,95.0,5.0,2.0,6.0,1.0
716992,671106,87.0,6.0,7.0,4.0,3.0
716993,601713,86.0,5.0,7.0,5.0,3.0
716962,489119,83.0,5.0,2.0,7.0,2.0
716963,622491,99.0,7.0,3.0,9.0,1.0
716965,665152,94.0,6.0,4.0,5.0,2.0
716967,605400,92.0,5.0,7.0,4.0,4.0
716968,605182,102.0,7.0,7.0,3.0,2.0
716969,621112,86.0,7.0,8.0,6.0,1.0
716970,681190,60.0,4.0,3.0,2.0,3.0
716971,672282,108.0,8.0,4.0,1.0,4.0
716972,434378,94.0,5.0,2.0,9.0,2.0
716973,592789,97.0,5.0,3.0,8.0,2.0
716974,670912,78.0,5.0,3.0,5.0,5.0
716975,650644,89.0,6.0,5.0,5.0,1.0
716976,681857,67.0,3.0,3.0,8.0,1.0
716977,677944,76.0,5.0,4.0,4.0,3.0
716982,572020,92.0,6.0,3.0,5.0,1.0
716957,668678,100.0,7.0,3.0,3.0,1.0
716958,500779,97.0,7.0,5.0,3.0,4.0
716961,669203,98.0,7.0,9.0,2.0,2.0
716964,669923,73.0,6.0,2.0,8.0,0.0
716966,519242,65.0,5.0,3.0,2.0,3.0
716942,694297,107.0,7.0,5.0,1.0,3.0
716944,502043,95.0,5.0,6.0,9.0,0.0
716945,541640,47.0,4.0,3.0,5.0,1.0
716946,645261,96.0,6.0,6.0,7.0,1.0
716947,656629,76.0,4.0,1.0,6.0,4.0
716948,682243,82.0,7.0,2.0,2.0,1.0
716949,502171,103.0,6.0,3.0,8.0,2.0
716950,605540,92.0,6.0,4.0,3.0,2.0
716951,656578,71.0,5.0,6.0,4.0,3.0
716952,664192,84.0,6.0,5.0,4.0,2.0
716953,678394,98.0,6.0,4.0,6.0,1.0
716954,621244,100.0,6.0,8.0,1.0,4.0
716955,666142,106.0,6.0,9.0,8.0,2.0
716956,669373,88.0,6.0,7.0,3.0,1.0
716959,666214,83.0,5.0,3.0,4.0,2.0
716960,547179,74.0,4.0,1.0,8.0,1.0
716909,691587,90.0,6.0,10.0,2.0,0.0
716915,607192,89.0,6.0,7.0,8.0,0.0
716919,518876,102.0,6.0,3.0,5.0,4.0
716925,621107,74.0,6.0,4.0,4.0,1.0
716926,666129,81.0,6.0,6.0,5.0,0.0
716930,608344,77.0,5.0,3.0,4.0,1.0
716931,543518,40.0,3.0,2.0,1.0,1.0
716932,669302,92.0,6.0,3.0,8.0,1.0
716933,669947,86.0,3.0,2.0,5.0,5.0
716934,657277,95.0,6.0,5.0,9.0,0.0
716935,605135,79.0,6.0,6.0,3.0,1.0
716936,656605,98.0,6.0,12.0,7.0,1.0
716937,663903,91.0,4.0,3.0,9.0,2.0
716938,642547,109.0,6.0,11.0,4.0,2.0
716939,666159,87.0,6.0,2.0,5.0,1.0
716940,673540,97.0,7.0,5.0,2.0,2.0
716941,650911,78.0,6.0,5.0,7.0,0.0
716943,676710,82.0,6.0,5.0,1.0,2.0
716914,680694,92.0,6.0,8.0,2.0,1.0
716916,656302,105.0,5.0,6.0,7.0,2.0
716917,543475,92.0,8.0,2.0,5.0,1.0
716918,605288,82.0,5.0,7.0,6.0,1.0
716920,676106,31.0,2.0,2.0,2.0,0.0
716921,471911,75.0,5.0,3.0,9.0,0.0
716922,593958,105.0,7.0,6.0,4.0,1.0
716923,621366,19.0,2.0,2.0,0.0,0.0
716924,547943,83.0,5.0,7.0,4.0,1.0
716927,596001,43.0,2.0,1.0,2.0,0.0
716928,670174,21.0,1.0,2.0,0.0,1.0
716929,554430,99.0,7.0,5.0,7.0,1.0
716904,656353,14.0,1.0,0.0,0.0,1.0
716905,622491,95.0,7.0,9.0,5.0,0.0
716906,656756,92.0,8.0,6.0,4.0,1.0
716907,677960,83.0,4.0,4.0,5.0,5.0
716908,572020,101.0,4.0,4.0,9.0,3.0
716910,656849,93.0,5.0,4.0,7.0,2.0
716911,518397,19.0,1.0,2.0,3.0,0.0
716912,680723,90.0,4.0,4.0,8.0,3.0
716913,665871,91.0,6.0,4.0,5.0,2.0
716887,666200,88.0,6.0,7.0,2.0,1.0
716888,672582,62.0,3.0,4.0,5.0,1.0
716889,592351,83.0,5.0,5.0,7.0,3.0
716891,656731,95.0,5.0,5.0,8.0,2.0
716892,668933,94.0,7.0,10.0,5.0,2.0
716893,693433,65.0,4.0,3.0,3.0,1.0
716894,641927,78.0,5.0,3.0,2.0,3.0
716895,656557,69.0,5.0,2.0,4.0,3.0
716896,592767,82.0,4.0,4.0,8.0,3.0
716897,676272,97.0,7.0,5.0,6.0,1.0
716898,621389,89.0,5.0,4.0,7.0,3.0
716899,690986,65.0,4.0,5.0,5.0,1.0
716900,680686,101.0,6.0,4.0,1.0,5.0
716901,425794,69.0,5.0,3.0,7.0,1.0
716902,579328,82.0,5.0,6.0,7.0,1.0
716874,592332,107.0,6.0,8.0,5.0,1.0
716875,477132,33.0,2.0,4.0,1.0,0.0
716876,500779,100.0,6.0,5.0,9.0,3.0
716877,669022,80.0,4.0,4.0,4.0,1.0
716878,519242,80.0,5.0,9.0,6.0,1.0
716879,502171,92.0,6.0,4.0,5.0,0.0
716880,596295,82.0,6.0,4.0,7.0,2.0
716881,669923,100.0,6.0,9.0,8.0,0.0
716882,628317,92.0,5.0,6.0,4.0,2.0
716883,645261,105.0,7.0,3.0,7.0,3.0
716884,666142,99.0,6.0,11.0,2.0,0.0
716885,592791,99.0,6.0,6.0,4.0,1.0
716886,668868,90.0,5.0,5.0,6.0,1.0
716890,671096,75.0,5.0,5.0,5.0,4.0
716903,680689,79.0,5.0,3.0,4.0,3.0
716864,686610,86.0,5.0,4.0,7.0,0.0
716865,621244,79.0,6.0,4.0,9.0,0.0
716867,571760,76.0,5.0,5.0,7.0,1.0
716868,682227,98.0,6.0,6.0,6.0,1.0
716869,663567,99.0,5.0,6.0,4.0,1.0
716870,657006,100.0,6.0,6.0,6.0,2.0
716871,657571,20.0,1.0,0.0,1.0,0.0
716872,571578,93.0,6.0,7.0,7.0,3.0
716873,678394,103.0,7.0,4.0,9.0,3.0
716850,641540,82.0,4.0,6.0,5.0,6.0
716851,668881,90.0,4.0,4.0,5.0,5.0
716852,675911,94.0,7.0,9.0,3.0,1.0
716853,663903,87.0,4.0,6.0,9.0,1.0
716854,543037,100.0,8.0,11.0,3.0,0.0
716855,663776,107.0,6.0,7.0,2.0,4.0
716856,594943,87.0,5.0,2.0,5.0,3.0
716857,506433,76.0,4.0,3.0,6.0,1.0
716858,664285,114.0,7.0,6.0,0.0,5.0
716859,607536,75.0,6.0,3.0,8.0,0.0
716860,676440,97.0,6.0,5.0,6.0,1.0
716861,571945,96.0,6.0,3.0,8.0,0.0
716862,543294,94.0,6.0,4.0,6.0,1.0
716863,672851,94.0,6.0,3.0,3.0,0.0
716866,458681,94.0,7.0,1.0,10.0,1.0
716832,543475,81.0,3.0,4.0,6.0,3.0
716833,518585,23.0,2.0,4.0,1.0,0.0
716837,623167,90.0,6.0,7.0,4.0,1.0
716838,658648,78.0,5.0,4.0,5.0,2.0
716839,453286,101.0,7.0,10.0,4.0,1.0
716840,681217,58.0,4.0,3.0,2.0,2.0
716841,676664,98.0,6.0,8.0,9.0,1.0
716842,696136,80.0,5.0,9.0,2.0,1.0
716843,686613,91.0,5.0,9.0,4.0,2.0
716844,663623,96.0,6.0,3.0,4.0,3.0
716845,657376,99.0,7.0,5.0,6.0,0.0
716846,671106,62.0,4.0,2.0,6.0,1.0
716847,641712,105.0,6.0,1.0,6.0,5.0
716848,608331,98.0,6.0,8.0,6.0,2.0
716849,628711,91.0,6.0,9.0,8.0,1.0
716819,694363,83.0,5.0,3.0,4.0,2.0
716820,679525,101.0,6.0,9.0,5.0,2.0
716821,668933,91.0,7.0,5.0,7.0,1.0
716822,608379,97.0,6.0,5.0,4.0,5.0
716824,656756,91.0,6.0,4.0,4.0,2.0
716825,592789,94.0,6.0,3.0,4.0,3.0
716826,621112,104.0,6.0,6.0,8.0,2.0
716827,592866,104.0,7.0,5.0,5.0,2.0
716828,607074,84.0,5.0,7.0,4.0,2.0
716829,656288,94.0,7.0,9.0,5.0,1.0
716830,434378,98.0,5.0,7.0,2.0,2.0
716831,657571,18.0,1.0,0.0,1.0,1.0
716834,665871,92.0,7.0,7.0,3.0,2.0
716835,680723,96.0,6.0,6.0,5.0,1.0
716836,621389,86.0,7.0,7.0,3.0,1.0
716804,666205,86.0,4.0,6.0,9.0,3.0
716805,668678,101.0,6.0,3.0,9.0,3.0
716808,622663,99.0,7.0,8.0,5.0,0.0
716809,605483,109.0,7.0,9.0,2.0,5.0
716810,489119,82.0,6.0,1.0,4.0,0.0
716811,670912,112.0,9.0,5.0,2.0,2.0
716812,693821,98.0,6.0,4.0,8.0,1.0
716813,675540,53.0,2.0,2.0,6.0,1.0
716814,664299,100.0,5.0,4.0,6.0,6.0
716815,656629,95.0,4.0,5.0,7.0,4.0
716816,680686,63.0,2.0,2.0,4.0,4.0
716817,608337,106.0,6.0,6.0,4.0,4.0
716818,592351,89.0,6.0,9.0,4.0,1.0
716823,671096,85.0,4.0,6.0,5.0,3.0
716790,686610,91.0,5.0,3.0,1.0,5.0
716791,450203,97.0,6.0,8.0,3.0,2.0
716792,518876,87.0,5.0,1.0,12.0,3.0
716793,681882,18.0,2.0,1.0,0.0,0.0
716795,650633,61.0,4.0,5.0,3.0,0.0
716796,668909,30.0,1.0,0.0,0.0,1.0
716797,607625,88.0,6.0,6.0,6.0,1.0
716798,669203,108.0,7.0,7.0,8.0,2.0
716799,571760,81.0,6.0,7.0,5.0,1.0
716800,669947,91.0,6.0,1.0,6.0,0.0
716801,669022,106.0,5.0,2.0,6.0,2.0
716802,641585,93.0,6.0,3.0,5.0,1.0
716803,682227,105.0,6.0,5.0,6.0,0.0
716806,542881,78.0,6.0,3.0,7.0,2.0
716807,650644,96.0,5.0,5.0,7.0,0.0
716773,670241,82.0,6.0,5.0,4.0,1.0
716774,694297,90.0,4.0,4.0,8.0,2.0
716778,621107,69.0,7.0,4.0,4.0,0.0
716779,605540,96.0,6.0,8.0,2.0,1.0
716780,656578,86.0,6.0,7.0,2.0,2.0
716781,543037,92.0,6.0,7.0,4.0,2.0
716782,448179,53.0,4.0,2.0,5.0,1.0
716783,641540,74.0,4.0,4.0,5.0,2.0
716784,676440,90.0,5.0,8.0,4.0,3.0
716785,571578,96.0,6.0,5.0,10.0,1.0
716786,656302,109.0,6.0,7.0,6.0,3.0
716787,672282,84.0,4.0,3.0,4.0,3.0
716788,594943,83.0,5.0,6.0,3.0,2.0
716789,668881,90.0,6.0,6.0,3.0,1.0
716794,664285,83.0,6.0,5.0,5.0,0.0
716768,675911,92.0,6.0,9.0,4.0,2.0
716775,657376,94.0,5.0,7.0,6.0,3.0
716776,666129,73.0,6.0,1.0,3.0,1.0
716777,596001,58.0,4.0,3.0,0.0,1.0
716756,608344,88.0,6.0,4.0,8.0,1.0
716757,608331,104.0,7.0,10.0,3.0,2.0
716758,663776,79.0,4.0,3.0,5.0,3.0
716759,547943,76.0,5.0,3.0,4.0,2.0
716761,663941,49.0,3.0,0.0,9.0,0.0
716762,593958,103.0,7.0,7.0,6.0,2.0
716763,607074,92.0,5.0,4.0,3.0,1.0
716764,572020,36.0,1.67,0.0,5.0,2.0
716765,554430,102.0,6.0,10.0,5.0,0.0
716766,656605,98.0,6.0,8.0,5.0,3.0
716767,607192,97.0,7.0,6.0,7.0,0.0
716769,669302,97.0,7.0,9.0,7.0,0.0
716770,621016,13.0,0.6699999999999999,1.0,1.0,0.0
716771,691587,86.0,5.0,5.0,5.0,3.0
716772,657746,74.0,6.0,7.0,3.0,0.0
718700,696136,90.0,5.0,3.0,5.0,3.0
716741,693821,92.0,6.0,4.0,5.0,4.0
716743,690986,91.0,6.0,5.0,6.0,2.0
716744,641672,33.0,3.0,1.0,3.0,0.0
716745,605400,97.0,5.0,5.0,8.0,3.0
716746,622663,104.0,4.0,3.0,6.0,1.0
716747,680694,107.0,6.0,6.0,4.0,3.0
716748,579328,100.0,5.0,6.0,6.0,4.0
716749,681857,79.0,7.0,1.0,4.0,0.0
716750,656557,95.0,6.0,5.0,7.0,1.0
716751,622491,89.0,6.0,2.0,8.0,2.0
716752,572971,57.0,4.0,2.0,5.0,1.0
716753,665871,98.0,8.0,7.0,7.0,1.0
716754,641793,85.0,5.0,1.0,9.0,0.0
716755,656288,89.0,6.0,7.0,4.0,0.0
716760,456501,77.0,6.0,4.0,5.0,2.0
716725,450203,90.0,5.0,3.0,6.0,3.0
716728,502171,58.0,3.0,3.0,6.0,0.0
716729,671737,86.0,5.0,7.0,3.0,5.0
716730,592332,67.0,4.0,5.0,6.0,3.0
716731,542881,81.0,6.0,5.0,3.0,3.0
716732,656427,85.0,5.0,7.0,6.0,1.0
716733,670912,97.0,4.0,2.0,4.0,6.0
716734,669373,97.0,7.0,7.0,5.0,2.0
716735,650633,69.0,5.0,4.0,5.0,0.0
716736,624133,75.0,4.0,5.0,5.0,2.0
716737,628317,80.0,5.0,3.0,9.0,2.0
716738,592791,91.0,6.0,7.0,7.0,0.0
716739,519242,100.0,5.0,5.0,2.0,2.0
716740,645261,94.0,8.0,3.0,9.0,2.0
716742,669923,73.0,3.0,3.0,6.0,0.0
716681,669947,83.0,4.0,1.0,9.0,1.0
716713,680570,90.0,6.0,7.0,7.0,2.0
716718,669203,105.0,6.0,7.0,7.0,0.0
716719,641154,89.0,6.0,3.0,8.0,3.0
716720,592836,103.0,5.0,4.0,5.0,3.0
716721,663567,94.0,6.0,5.0,6.0,1.0
716722,678394,96.0,6.0,7.0,5.0,2.0
716723,657277,94.0,7.0,4.0,5.0,1.0
716724,641585,87.0,6.0,4.0,6.0,3.0
716726,621244,84.0,6.0,7.0,4.0,1.0
716727,693433,83.0,5.0,0.0,4.0,3.0
716702,607536,90.0,6.0,2.0,6.0,3.0
716703,547179,94.0,6.0,1.0,8.0,3.0
716704,656302,96.0,6.0,7.0,8.0,2.0
716705,664285,98.0,7.0,4.0,6.0,4.0
716706,665152,92.0,5.0,5.0,4.0,3.0
716707,605135,97.0,8.0,7.0,7.0,0.0
716708,676254,40.0,2.0,2.0,2.0,2.0
716709,571945,95.0,7.0,2.0,8.0,2.0
716710,477132,84.0,5.0,3.0,5.0,5.0
716711,656412,40.0,3.0,4.0,3.0,1.0
716712,682243,97.0,5.0,2.0,7.0,1.0
716714,605540,97.0,7.0,6.0,2.0,2.0
716715,500779,97.0,7.0,4.0,4.0,1.0
716716,676710,96.0,4.0,5.0,3.0,4.0
716717,543243,101.0,6.0,4.0,6.0,2.0
716687,434378,100.0,7.0,6.0,4.0,1.0
716688,657053,91.0,6.0,6.0,2.0,3.0
716689,641712,88.0,6.0,2.0,7.0,3.0
716690,502043,87.0,6.0,3.0,6.0,2.0
716691,554430,105.0,6.0,7.0,1.0,2.0
716692,623167,63.0,3.0,3.0,4.0,2.0
716693,669302,96.0,6.0,9.0,7.0,2.0
716694,666159,21.0,1.0,1.0,1.0,1.0
716695,458681,90.0,5.0,1.0,7.0,3.0
716696,601713,85.0,5.0,5.0,7.0,2.0
716697,642547,93.0,6.0,4.0,4.0,1.0
716698,547943,77.0,5.0,5.0,5.0,1.0
716699,622072,52.0,3.0,2.0,5.0,1.0
716700,657746,89.0,4.0,3.0,4.0,1.0
716701,676130,81.0,7.0,6.0,6.0,1.0
716680,425794,104.0,6.0,4.0,8.0,3.0
716682,686752,84.0,7.0,3.0,1.0,0.0
716683,622491,108.0,6.0,8.0,4.0,4.0
716684,615698,82.0,6.0,6.0,3.0,2.0
716685,669194,73.0,6.0,3.0,2.0,2.0
716686,593958,89.0,6.0,4.0,4.0,3.0
716665,621112,87.0,3.0,5.0,6.0,3.0
716666,673540,101.0,6.0,5.0,4.0,4.0
716667,671106,90.0,5.0,6.0,3.0,2.0
716668,621389,84.0,6.0,6.0,8.0,1.0
716669,605483,103.0,6.0,8.0,5.0,3.0
716670,607067,85.0,5.0,6.0,3.0,2.0
716671,669923,102.0,7.0,6.0,5.0,2.0
716672,680694,86.0,6.0,9.0,4.0,0.0
716673,676092,20.0,2.0,1.0,1.0,1.0
716674,656605,95.0,5.0,4.0,12.0,0.0
716675,605182,90.0,7.0,7.0,3.0,0.0
716676,686218,73.0,5.0,4.0,6.0,1.0
716677,680723,76.0,4.0,0.0,7.0,2.0
716678,668678,107.0,9.0,9.0,3.0,1.0
716679,691587,87.0,5.0,4.0,4.0,3.0
716649,607625,90.0,5.0,2.0,7.0,3.0
716650,608337,92.0,7.0,9.0,3.0,0.0
716651,670912,92.0,4.0,4.0,9.0,1.0
716653,456501,92.0,4.0,3.0,5.0,3.0
716654,656849,96.0,6.0,8.0,8.0,1.0
716655,668868,98.0,5.0,5.0,5.0,3.0
716656,663423,36.0,2.0,3.0,1.0,1.0
716657,656794,62.0,4.0,5.0,1.0,2.0
716658,570632,75.0,4.0,3.0,4.0,2.0
716659,489119,84.0,4.0,3.0,1.0,3.0
716660,518876,104.0,6.0,6.0,4.0,5.0
716661,663704,23.0,2.0,1.0,0.0,0.0
716662,676272,99.0,7.0,8.0,6.0,2.0
716663,502624,82.0,4.0,3.0,6.0,2.0
716664,656427,82.0,4.0,3.0,8.0,1.0
716633,676440,90.0,7.0,8.0,2.0,0.0
716634,663567,91.0,5.0,2.0,8.0,2.0
716637,665622,84.0,5.0,3.0,6.0,2.0
716638,573009,13.0,2.0,0.0,2.0,0.0
716639,656731,93.0,5.0,2.0,2.0,4.0
716640,663362,88.0,5.0,1.0,4.0,2.0
716641,666142,105.0,6.0,6.0,1.0,6.0
716642,571945,95.0,6.0,2.0,7.0,1.0
716643,595345,12.0,0.6699999999999999,1.0,3.0,0.0
716644,682847,73.0,6.0,0.0,3.0,2.0
716645,682243,93.0,5.0,7.0,9.0,1.0
716646,669203,109.0,8.0,7.0,0.0,2.0
